transaction_id,date,time,day_of_week,fraud_type,fraud_lure,amount_inr,upi_app,transaction_type,sender_upi_id,receiver_upi_id,linked_bank,victim_state,victim_age_group,victim_gender,victim_occupation,device_type,first_time_upi_user,pin_otp_shared,report_delay,reported_to_cybercrime_portal,recovery_status,is_fraud
TXN870618387758,19-02-2024,08:55:53,Monday,Fake Collect Request,KYC Update Required,4800,PhonePe,P2M,acct2350@apl,mb3501@ybl,SBI,Telangana,36-45,Female,Daily Wage Worker,Feature Phone,No,No,1-6 hours,No,Not Recovered,1
TXN914609608952,25-06-2023,11:32:58,Sunday,Phishing,Refund Processing,18800,Google Pay,P2M,pay2956@okaxis,pay1185@okicici,ICICI Bank,Uttar Pradesh,36-45,Female,Salaried Employee,Feature Phone,No,Yes,1-6 hours,Yes,Fully Recovered,1
TXN497330782704,21-08-2024,22:33:33,Wednesday,SIM Swap,Investment Scheme,12750,Google Pay,P2P,user9185@okicici,txn3577@ybl,HDFC Bank,Uttar Pradesh,46-55,Female,Student,Android,Yes,No,1-6 hours,No,Under Investigation,1
TXN450985964040,15-07-2023,21:43:46,Saturday,Phishing,Prize/Lottery Win,10050,PhonePe,P2P,txn2276@ibl,user9225@okaxis,Other,Karnataka,56-65,Male,Student,iOS,Yes,Yes,3-7 days,Yes,Partially Recovered,1
TXN318080769622,01-10-2023,10:33:02,Sunday,Remote Access Scam,Refund Processing,1450,PhonePe,P2M,mb5016@okicici,user7718@okaxis,HDFC Bank,Punjab,46-55,Male,Homemaker,iOS,No,No,1-6 hours,No,Not Recovered,1
TXN553203914925,25-11-2023,15:40:53,Saturday,OTP Sharing,Job Offer/Part-time Work,1200,Google Pay,P2P,txn8511@okhdfcbank,mb2565@apl,HDFC Bank,Karnataka,36-45,Female,Salaried Employee,Android,No,No,> 7 days,Yes,Not Recovered,1
TXN216631600236,15-08-2023,16:25:04,Tuesday,Fake Collect Request,Loan Offer,1850,PhonePe,Collect Request,pay8365@paytm,txn7660@okhdfcbank,Kotak Mahindra Bank,Kerala,26-35,Male,Salaried Employee,Android,Yes,No,< 1 hour,No,Not Recovered,1
TXN130811527327,30-09-2024,12:49:13,Monday,QR Code Swap,Prize/Lottery Win,2500,Google Pay,P2M,acct8408@apl,mb5093@okhdfcbank,Yes Bank,Karnataka,46-55,Male,Homemaker,Android,Yes,No,3-7 days,Yes,Not Recovered,1
TXN992620287906,17-07-2024,08:50:08,Wednesday,Phishing,Job Offer/Part-time Work,950,Google Pay,P2M,txn3007@okaxis,acct1829@okicici,HDFC Bank,Telangana,46-55,Male,Salaried Employee,iOS,Yes,No,< 1 hour,Yes,Fully Recovered,1
TXN560150924878,08-11-2024,13:46:25,Friday,QR Code Swap,KYC Update Required,3750,PhonePe,Collect Request,pay9614@oksbi,mb1319@axl,Punjab National Bank,Telangana,26-35,Male,Salaried Employee,Android,Yes,No,1-6 hours,Yes,Not Recovered,1
TXN822619043664,31-03-2025,12:34:50,Monday,QR Code Swap,Delivery Agent Scam,41450,Google Pay,P2P,pay5366@apl,user4594@axl,HDFC Bank,Uttar Pradesh,26-35,Male,Self-employed/Business,iOS,Yes,No,1-6 hours,Yes,Not Recovered,1
TXN122414613742,29-03-2024,22:54:11,Friday,Phishing,Job Offer/Part-time Work,7950,Paytm,P2M,mb8831@okaxis,txn4300@okicici,SBI,Haryana,18-25,Female,Daily Wage Worker,Feature Phone,Yes,Yes,6-24 hours,No,Not Recovered,1
TXN969459729210,14-03-2024,17:58:51,Thursday,Fake UPI App,Refund Processing,2100,PhonePe,P2M,acct6198@okicici,mb6846@oksbi,SBI,Telangana,46-55,Male,Student,Android,No,No,6-24 hours,Yes,Not Recovered,1
TXN917466143803,10-02-2025,15:11:24,Monday,Vishing,Delivery Agent Scam,6050,Google Pay,Collect Request,user4899@ibl,txn3750@okhdfcbank,Axis Bank,Telangana,18-25,Female,Self-employed/Business,Android,Yes,Yes,1-3 days,No,Not Recovered,1
TXN735071262108,26-03-2025,17:46:56,Wednesday,Vishing,Customer Care Impersonation,950,PhonePe,P2P,pay3664@paytm,user1547@ybl,Kotak Mahindra Bank,Maharashtra,18-25,Male,Daily Wage Worker,Feature Phone,Yes,Yes,6-24 hours,No,Not Recovered,1
TXN547492574952,21-04-2023,11:06:04,Friday,Vishing,Electricity Bill Disconnection,30250,PhonePe,P2M,mb9849@ybl,txn5872@oksbi,ICICI Bank,Gujarat,36-45,Female,Daily Wage Worker,Android,Yes,Yes,1-6 hours,Yes,Fully Recovered,1
TXN829692942548,08-07-2023,06:36:35,Saturday,Fake UPI App,KYC Update Required,1250,Google Pay,P2M,txn2493@apl,acct4029@ibl,SBI,Karnataka,18-25,Female,Farmer,Android,Yes,No,6-24 hours,No,Not Recovered,1
TXN623712684551,25-04-2024,12:28:02,Thursday,Vishing,Electricity Bill Disconnection,2950,Google Pay,P2P,mb4860@paytm,txn2293@axl,Canara Bank,West Bengal,36-45,Male,Homemaker,Android,Yes,No,1-6 hours,Yes,Not Recovered,1
TXN448999964467,06-05-2023,14:57:33,Saturday,SIM Swap,Delivery Agent Scam,6200,Amazon Pay,Collect Request,user2425@axl,mb7510@apl,SBI,Telangana,46-55,Male,Farmer,Android,No,No,6-24 hours,No,Under Investigation,1
TXN389527568106,28-02-2024,20:33:29,Wednesday,Social Engineering,Job Offer/Part-time Work,1950,PhonePe,P2P,acct8955@paytm,user3821@ybl,Kotak Mahindra Bank,Tamil Nadu,36-45,Male,Daily Wage Worker,Feature Phone,Yes,Yes,6-24 hours,Yes,Not Recovered,1
TXN588525573162,17-05-2024,08:38:43,Friday,OTP Sharing,Refund Processing,1200,PhonePe,P2P,txn5414@axl,mb2462@oksbi,Canara Bank,Gujarat,18-25,Male,Retired,Android,Yes,Yes,1-3 days,No,Not Recovered,1
TXN598358245380,26-06-2024,09:52:26,Wednesday,SIM Swap,Customer Care Impersonation,24200,PhonePe,P2M,user6904@oksbi,txn7035@paytm,Kotak Mahindra Bank,Uttar Pradesh,18-25,Female,Student,Android,Yes,No,1-6 hours,Yes,Fully Recovered,1
TXN344199433115,30-08-2024,12:59:07,Friday,OTP Sharing,Prize/Lottery Win,4000,Google Pay,P2P,pay4387@ybl,acct9409@okaxis,IndusInd Bank,Tamil Nadu,18-25,Female,Homemaker,iOS,Yes,No,1-6 hours,Yes,Not Recovered,1
TXN658377306072,27-02-2025,00:58:08,Thursday,OTP Sharing,Refund Processing,5050,Google Pay,P2M,txn5631@ybl,user8892@okhdfcbank,IndusInd Bank,Maharashtra,36-45,Female,Self-employed/Business,iOS,No,Yes,1-6 hours,No,Not Recovered,1
TXN384737453791,10-03-2024,23:40:20,Sunday,Fake UPI App,KYC Update Required,4900,Google Pay,P2P,acct7628@axl,user4111@ibl,Yes Bank,Kerala,36-45,Male,Self-employed/Business,iOS,Yes,No,1-6 hours,Yes,Not Recovered,1
TXN197300055920,31-03-2025,10:34:40,Monday,SIM Swap,Refund Processing,47000,Google Pay,P2M,pay6820@oksbi,txn7889@ibl,ICICI Bank,Uttar Pradesh,26-35,Male,Homemaker,iOS,No,No,6-24 hours,No,Fully Recovered,1
TXN606748799930,15-04-2024,10:18:29,Monday,Fake UPI App,Loan Offer,9800,PhonePe,P2P,pay6183@okicici,user8988@ibl,Axis Bank,Tamil Nadu,36-45,Male,Retired,Android,No,No,1-6 hours,Yes,Under Investigation,1
TXN930312582992,06-01-2025,23:20:40,Monday,Phishing,KYC Update Required,2850,PhonePe,P2M,mb4122@okaxis,user5076@oksbi,Punjab National Bank,Madhya Pradesh,18-25,Female,Self-employed/Business,Android,Yes,Yes,3-7 days,Yes,Not Recovered,1
TXN993001892476,11-03-2025,20:19:08,Tuesday,Phishing,Electricity Bill Disconnection,7500,PhonePe,P2M,acct1313@oksbi,pay3149@oksbi,HDFC Bank,Telangana,46-55,Male,Farmer,iOS,Yes,No,1-6 hours,Yes,Fully Recovered,1
TXN861091805321,23-04-2023,15:10:07,Sunday,Vishing,KYC Update Required,5300,Google Pay,P2M,user5933@axl,user9524@ybl,SBI,Uttar Pradesh,36-45,Female,Salaried Employee,iOS,Yes,Yes,< 1 hour,Yes,Not Recovered,1
TXN462841688793,28-12-2024,16:08:26,Saturday,Fake UPI App,Delivery Agent Scam,1950,PhonePe,P2M,pay1044@okaxis,user2809@paytm,Canara Bank,Tamil Nadu,26-35,Female,Self-employed/Business,Feature Phone,No,No,1-6 hours,No,Not Recovered,1
TXN108787026740,31-08-2023,22:49:32,Thursday,Phishing,KYC Update Required,24800,PhonePe,P2M,pay3793@ibl,txn8171@ybl,SBI,Maharashtra,26-35,Female,Salaried Employee,Android,Yes,No,1-3 days,No,Not Recovered,1
TXN583950013487,05-07-2023,12:21:11,Wednesday,Phishing,Delivery Agent Scam,3850,Google Pay,P2M,pay7221@ibl,mb1472@okicici,SBI,Maharashtra,26-35,Female,Salaried Employee,Android,Yes,No,3-7 days,Yes,Not Recovered,1
TXN373703886095,07-08-2024,21:07:56,Wednesday,QR Code Swap,Loan Offer,1050,Google Pay,P2M,acct6664@axl,pay1894@okaxis,HDFC Bank,Andhra Pradesh,18-25,Female,Retired,Feature Phone,Yes,No,6-24 hours,No,Not Recovered,1
TXN445517526651,18-01-2025,21:32:54,Saturday,QR Code Swap,Prize/Lottery Win,6350,BHIM,P2P,user9148@okaxis,user7609@axl,Punjab National Bank,Karnataka,36-45,Male,Salaried Employee,Android,No,No,6-24 hours,Yes,Partially Recovered,1
TXN933642144228,07-05-2023,15:00:52,Sunday,Phishing,Delivery Agent Scam,7500,PhonePe,P2P,pay1035@ibl,txn5783@apl,Canara Bank,Haryana,36-45,Female,Self-employed/Business,iOS,Yes,Yes,1-3 days,No,Not Recovered,1
TXN604446076155,16-09-2024,12:06:02,Monday,Social Engineering,Customer Care Impersonation,8350,Paytm,P2P,mb9260@okicici,acct1071@apl,Kotak Mahindra Bank,Karnataka,36-45,Male,Salaried Employee,Android,Yes,No,1-6 hours,No,Fully Recovered,1
TXN595184704771,20-05-2023,15:27:53,Saturday,Fake Collect Request,Electricity Bill Disconnection,30800,PhonePe,P2M,pay3263@axl,mb9393@ybl,HDFC Bank,Gujarat,18-25,Female,Self-employed/Business,iOS,Yes,No,6-24 hours,Yes,Not Recovered,1
TXN742013300223,19-03-2025,15:20:45,Wednesday,SIM Swap,Digital Arrest Threat,6800,PhonePe,P2M,mb7839@apl,txn7920@okaxis,Punjab National Bank,Telangana,36-45,Male,Self-employed/Business,Feature Phone,Yes,No,6-24 hours,Yes,Not Recovered,1
TXN811858242266,17-09-2024,08:24:09,Tuesday,Phishing,Loan Offer,1050,PhonePe,Collect Request,mb7371@oksbi,mb5712@okaxis,HDFC Bank,Madhya Pradesh,18-25,Male,Salaried Employee,iOS,No,No,1-3 days,No,Not Recovered,1
TXN295201173737,25-04-2024,12:50:43,Thursday,Vishing,Prize/Lottery Win,5100,Paytm,P2P,user4063@okicici,mb2955@axl,Punjab National Bank,Gujarat,26-35,Female,Self-employed/Business,Android,No,Yes,6-24 hours,Yes,Partially Recovered,1
TXN342774723210,12-05-2023,13:35:16,Friday,Phishing,Electricity Bill Disconnection,7100,PhonePe,Collect Request,pay9529@okhdfcbank,mb3611@axl,Kotak Mahindra Bank,Karnataka,36-45,Female,Retired,Android,Yes,Yes,1-6 hours,No,Partially Recovered,1
TXN847495580988,08-10-2024,14:05:22,Tuesday,Vishing,Job Offer/Part-time Work,1200,Google Pay,P2M,txn7248@okhdfcbank,acct5203@apl,Kotak Mahindra Bank,Uttar Pradesh,26-35,Female,Salaried Employee,Android,No,Yes,1-6 hours,No,Not Recovered,1
TXN855334212417,15-01-2024,03:33:52,Monday,SIM Swap,Impersonation of Known Person,9150,PhonePe,P2M,acct2702@oksbi,mb8130@okhdfcbank,SBI,Rajasthan,18-25,Female,Student,Feature Phone,No,No,< 1 hour,No,Not Recovered,1
TXN743153962394,03-03-2025,09:29:45,Monday,Vishing,Customer Care Impersonation,600,Google Pay,Collect Request,user2189@ibl,mb2738@ybl,ICICI Bank,Telangana,26-35,Male,Self-employed/Business,Android,No,Yes,1-6 hours,Yes,Not Recovered,1
TXN510804776837,03-03-2025,11:05:18,Monday,SIM Swap,Delivery Agent Scam,3600,PhonePe,P2M,user3316@okhdfcbank,user1082@axl,Yes Bank,West Bengal,18-25,Male,Student,Android,No,No,1-6 hours,No,Fully Recovered,1
TXN810650722791,02-10-2024,15:05:19,Wednesday,Phishing,Prize/Lottery Win,21900,Google Pay,P2P,mb2198@ybl,user5107@okhdfcbank,Canara Bank,Uttar Pradesh,26-35,Female,Salaried Employee,Android,No,No,1-3 days,No,Partially Recovered,1
TXN882635493530,20-10-2023,18:31:21,Friday,Vishing,Electricity Bill Disconnection,6900,PhonePe,P2M,acct5533@ibl,pay6432@paytm,HDFC Bank,Karnataka,36-45,Female,Student,Android,Yes,Yes,1-6 hours,Yes,Not Recovered,1
TXN943553629287,17-07-2024,13:49:19,Wednesday,QR Code Swap,Refund Processing,1800,PhonePe,P2M,mb4485@okaxis,mb5269@apl,IndusInd Bank,Tamil Nadu,46-55,Female,Salaried Employee,Android,Yes,No,< 1 hour,Yes,Not Recovered,1
TXN722549976924,04-10-2024,13:49:09,Friday,Vishing,Job Offer/Part-time Work,4400,Google Pay,P2P,pay8921@ibl,user4585@paytm,Punjab National Bank,Gujarat,26-35,Male,Retired,iOS,Yes,Yes,6-24 hours,No,Not Recovered,1
TXN819783599768,24-11-2023,06:23:14,Friday,Phishing,KYC Update Required,1250,PhonePe,P2M,user9465@ybl,acct4651@apl,Other,Uttar Pradesh,56-65,Female,Salaried Employee,Android,Yes,Yes,1-3 days,No,Not Recovered,1
TXN628767763413,20-05-2024,11:55:22,Monday,QR Code Swap,Refund Processing,9950,PhonePe,P2M,acct8848@oksbi,mb3641@axl,SBI,Karnataka,56-65,Male,Student,Android,Yes,No,1-3 days,Yes,Not Recovered,1
TXN767649244610,23-04-2023,10:08:36,Sunday,Fake Collect Request,Impersonation of Known Person,1550,PhonePe,P2P,acct8891@okicici,pay7730@okicici,Punjab National Bank,Karnataka,36-45,Male,Salaried Employee,Android,Yes,No,6-24 hours,Yes,Not Recovered,1
TXN141230886330,17-11-2024,19:11:39,Sunday,OTP Sharing,KYC Update Required,4950,PhonePe,P2P,mb9246@okhdfcbank,user8901@okicici,SBI,Andhra Pradesh,56-65,Female,Daily Wage Worker,Android,Yes,No,6-24 hours,No,Partially Recovered,1
TXN943862896001,08-12-2024,14:00:57,Sunday,Social Engineering,Delivery Agent Scam,8550,Google Pay,P2P,pay2373@ybl,mb9908@axl,Kotak Mahindra Bank,Delhi,26-35,Male,Student,Android,Yes,Yes,1-3 days,No,Partially Recovered,1
TXN930635740676,20-12-2023,09:45:47,Wednesday,SIM Swap,KYC Update Required,5950,Google Pay,P2P,pay7770@apl,mb8904@okicici,ICICI Bank,Delhi,26-35,Male,Salaried Employee,Android,No,No,6-24 hours,No,Not Recovered,1
TXN525892126813,14-04-2024,15:30:16,Sunday,Money Mule,Loan Offer,8250,Google Pay,P2P,user2492@okicici,acct8133@okhdfcbank,SBI,Gujarat,56-65,Female,Self-employed/Business,Android,No,No,1-6 hours,No,Not Recovered,1
TXN660920645414,05-06-2023,10:23:05,Monday,Fake Collect Request,Delivery Agent Scam,16550,Google Pay,Collect Request,mb4795@okicici,user6893@oksbi,Punjab National Bank,Tamil Nadu,36-45,Female,Salaried Employee,Android,Yes,No,6-24 hours,Yes,Partially Recovered,1
TXN314589696439,30-01-2025,00:10:05,Thursday,Money Mule,Impersonation of Known Person,15800,PhonePe,P2M,acct7618@okaxis,txn3867@axl,Axis Bank,Andhra Pradesh,26-35,Male,Student,iOS,Yes,No,6-24 hours,No,Not Recovered,1
TXN383967210094,31-08-2024,08:04:32,Saturday,Vishing,Digital Arrest Threat,83650,Google Pay,P2M,user7269@oksbi,pay6172@axl,Axis Bank,Kerala,56-65,Female,Homemaker,iOS,Yes,Yes,3-7 days,Yes,Not Recovered,1
TXN908462573552,27-03-2024,14:00:44,Wednesday,Fake UPI App,Refund Processing,2400,Google Pay,P2P,pay5348@oksbi,pay4322@oksbi,SBI,Uttar Pradesh,46-55,Male,Salaried Employee,Android,No,No,1-3 days,Yes,Fully Recovered,1
TXN342227048003,24-12-2024,12:49:06,Tuesday,Phishing,Refund Processing,1850,BHIM,Collect Request,mb3101@okaxis,mb7933@paytm,HDFC Bank,Delhi,18-25,Female,Daily Wage Worker,iOS,No,Yes,6-24 hours,Yes,Not Recovered,1
TXN476295330686,05-10-2024,04:22:25,Saturday,Fake UPI App,Prize/Lottery Win,17500,Google Pay,P2P,txn4013@paytm,acct4449@axl,Axis Bank,Kerala,46-55,Male,Student,Android,Yes,No,1-6 hours,Yes,Not Recovered,1
TXN248174644406,18-03-2025,18:23:54,Tuesday,QR Code Swap,Prize/Lottery Win,4350,PhonePe,P2P,mb9748@ibl,acct5915@ybl,ICICI Bank,Telangana,36-45,Male,Salaried Employee,Android,Yes,No,3-7 days,No,Not Recovered,1
TXN815438018984,27-10-2024,20:03:25,Sunday,Phishing,Refund Processing,950,PhonePe,P2P,mb3859@ybl,txn6326@apl,Axis Bank,West Bengal,36-45,Female,Salaried Employee,Feature Phone,No,Yes,< 1 hour,No,Not Recovered,1
TXN536560423063,12-08-2024,18:28:56,Monday,Phishing,Electricity Bill Disconnection,8800,Google Pay,P2P,txn8289@ibl,mb9535@paytm,Axis Bank,Andhra Pradesh,18-25,Male,Salaried Employee,iOS,Yes,Yes,1-6 hours,Yes,Not Recovered,1
TXN529004832647,28-05-2024,09:54:01,Tuesday,Phishing,KYC Update Required,3050,PhonePe,P2P,txn4757@oksbi,txn8260@okicici,Yes Bank,Bihar,46-55,Male,Salaried Employee,Android,Yes,Yes,1-6 hours,Yes,Partially Recovered,1
TXN441595001780,13-08-2023,14:10:01,Sunday,Phishing,KYC Update Required,3350,Paytm,P2M,txn8891@apl,pay2467@paytm,Other,Punjab,36-45,Female,Student,Android,Yes,Yes,6-24 hours,No,Partially Recovered,1
TXN372278386916,10-02-2024,12:16:09,Saturday,Vishing,Customer Care Impersonation,800,Paytm,Collect Request,pay7385@axl,pay5308@okhdfcbank,SBI,Uttar Pradesh,36-45,Male,Salaried Employee,Android,Yes,Yes,1-6 hours,Yes,Not Recovered,1
TXN123772518378,06-06-2024,16:33:48,Thursday,SIM Swap,Prize/Lottery Win,7250,PhonePe,Collect Request,pay2675@ybl,txn3048@paytm,HDFC Bank,Maharashtra,46-55,Female,Student,Android,Yes,No,1-6 hours,Yes,Not Recovered,1
TXN998722247997,09-04-2023,10:09:00,Sunday,QR Code Swap,KYC Update Required,3300,Google Pay,P2P,acct1206@okhdfcbank,pay7304@paytm,Kotak Mahindra Bank,Madhya Pradesh,36-45,Male,Salaried Employee,Android,No,No,1-6 hours,Yes,Not Recovered,1
TXN339086633582,10-12-2023,18:02:12,Sunday,QR Code Swap,Prize/Lottery Win,18550,BHIM,Collect Request,user4866@axl,txn1246@okicici,Bank of Baroda,Andhra Pradesh,26-35,Male,Student,iOS,Yes,No,< 1 hour,Yes,Not Recovered,1
TXN219363438641,08-01-2024,15:25:50,Monday,Vishing,Prize/Lottery Win,88100,PhonePe,P2P,pay8992@oksbi,txn6690@paytm,SBI,Madhya Pradesh,36-45,Female,Daily Wage Worker,Android,No,Yes,> 7 days,Yes,Not Recovered,1
TXN998918069255,15-10-2023,02:24:22,Sunday,OTP Sharing,Prize/Lottery Win,2150,Google Pay,P2P,txn9873@ibl,acct1011@apl,HDFC Bank,Delhi,26-35,Male,Salaried Employee,iOS,Yes,Yes,1-3 days,No,Fully Recovered,1
TXN147531028009,23-04-2024,18:56:01,Tuesday,Fake Collect Request,Job Offer/Part-time Work,4550,Google Pay,P2P,pay3926@okaxis,pay2753@paytm,ICICI Bank,Maharashtra,46-55,Female,Student,Android,Yes,No,1-6 hours,Yes,Not Recovered,1
TXN559090903720,14-10-2023,08:36:41,Saturday,Fake UPI App,KYC Update Required,9300,PhonePe,P2M,txn1955@ybl,mb1666@okhdfcbank,Other,Tamil Nadu,36-45,Male,Daily Wage Worker,Android,Yes,No,1-3 days,No,Not Recovered,1
TXN300972092281,06-02-2024,07:13:33,Tuesday,Phishing,Job Offer/Part-time Work,18700,Google Pay,Collect Request,mb7579@apl,txn3591@apl,Axis Bank,Uttar Pradesh,26-35,Female,Homemaker,iOS,Yes,Yes,6-24 hours,No,Not Recovered,1
TXN754056870606,05-12-2024,13:22:57,Thursday,Vishing,Prize/Lottery Win,270200,Google Pay,P2P,user9480@okicici,txn1107@ybl,Axis Bank,Punjab,26-35,Female,Student,Android,No,Yes,1-3 days,Yes,Not Recovered,1
TXN904092770340,14-11-2023,10:20:01,Tuesday,SIM Swap,Customer Care Impersonation,68100,Google Pay,P2P,user6319@paytm,pay8999@okhdfcbank,SBI,Haryana,36-45,Female,Daily Wage Worker,Android,Yes,No,1-6 hours,Yes,Not Recovered,1
TXN145201882326,30-11-2024,16:02:46,Saturday,SIM Swap,KYC Update Required,2250,PhonePe,Collect Request,txn9846@okicici,txn9231@oksbi,Kotak Mahindra Bank,Bihar,26-35,Female,Retired,iOS,Yes,No,3-7 days,No,Not Recovered,1
TXN628860242936,04-09-2023,06:46:25,Monday,Remote Access Scam,KYC Update Required,19400,PhonePe,P2P,mb4245@paytm,acct4212@apl,Axis Bank,Delhi,26-35,Male,Self-employed/Business,Android,Yes,No,< 1 hour,No,Not Recovered,1
TXN581662622746,21-12-2024,23:33:15,Saturday,Vishing,Refund Processing,3750,Google Pay,P2P,user4825@oksbi,txn3555@okhdfcbank,HDFC Bank,Uttar Pradesh,56-65,Male,Salaried Employee,Android,No,Yes,1-6 hours,No,Under Investigation,1
TXN512395838482,25-07-2023,18:15:39,Tuesday,Social Engineering,Prize/Lottery Win,34450,PhonePe,P2P,mb9631@okaxis,txn3790@okaxis,Axis Bank,Karnataka,46-55,Male,Student,Android,Yes,Yes,1-6 hours,No,Not Recovered,1
TXN686680104754,16-01-2024,09:44:39,Tuesday,Vishing,KYC Update Required,2050,Paytm,P2P,user4054@oksbi,mb8503@apl,HDFC Bank,Karnataka,36-45,Female,Self-employed/Business,iOS,No,Yes,3-7 days,No,Not Recovered,1
TXN713940392259,30-03-2025,02:15:59,Sunday,Fake Collect Request,Digital Arrest Threat,3600,PhonePe,P2P,txn4695@okicici,txn7436@okicici,Other,Gujarat,18-25,Female,Salaried Employee,Android,No,No,1-6 hours,No,Not Recovered,1
TXN679385260692,29-06-2023,18:33:43,Thursday,Fake Collect Request,Customer Care Impersonation,6850,PhonePe,P2M,pay8046@okicici,mb3589@ibl,SBI,Rajasthan,36-45,Male,Student,Android,No,No,6-24 hours,Yes,Not Recovered,1
TXN776938306428,09-06-2023,15:46:07,Friday,Phishing,Customer Care Impersonation,12400,PhonePe,P2P,txn4783@oksbi,pay1427@ibl,Other,Gujarat,46-55,Female,Daily Wage Worker,iOS,Yes,No,1-6 hours,Yes,Partially Recovered,1
TXN639521161767,21-06-2023,17:30:08,Wednesday,QR Code Swap,Customer Care Impersonation,8050,PhonePe,P2P,txn8496@oksbi,acct7633@okaxis,Other,Telangana,26-35,Male,Farmer,Feature Phone,Yes,No,1-6 hours,Yes,Not Recovered,1
TXN306370152544,13-12-2024,18:24:46,Friday,Vishing,Customer Care Impersonation,9700,Google Pay,P2M,txn8201@axl,txn5684@paytm,Canara Bank,Tamil Nadu,36-45,Female,Farmer,Android,Yes,Yes,6-24 hours,No,Not Recovered,1
TXN602006723057,18-09-2023,13:39:58,Monday,Phishing,Job Offer/Part-time Work,6150,Google Pay,P2P,user5097@ibl,pay3024@okhdfcbank,IndusInd Bank,Rajasthan,36-45,Male,Self-employed/Business,Android,No,No,1-6 hours,Yes,Not Recovered,1
TXN900193288049,26-07-2023,17:40:23,Wednesday,Phishing,Delivery Agent Scam,21900,PhonePe,P2P,acct5731@okicici,user3155@oksbi,IndusInd Bank,Madhya Pradesh,36-45,Female,Student,Android,No,Yes,1-6 hours,Yes,Partially Recovered,1
TXN152431404270,04-04-2023,16:16:00,Tuesday,QR Code Swap,Customer Care Impersonation,42800,PhonePe,P2M,pay3429@okaxis,txn1601@okicici,ICICI Bank,West Bengal,36-45,Male,Salaried Employee,Android,No,No,1-3 days,No,Not Recovered,1
TXN520466688767,04-05-2023,17:53:38,Thursday,Vishing,Loan Offer,26600,PhonePe,P2M,user8001@apl,user5797@paytm,Axis Bank,Karnataka,66+,Male,Farmer,Android,No,Yes,1-3 days,Yes,Not Recovered,1
TXN787173397028,16-08-2023,08:55:17,Wednesday,Vishing,Digital Arrest Threat,2850,Google Pay,P2M,txn3125@paytm,mb9154@paytm,ICICI Bank,Gujarat,36-45,Male,Daily Wage Worker,Android,Yes,Yes,> 7 days,No,Not Recovered,1
TXN427739387542,02-10-2023,20:14:45,Monday,Vishing,Digital Arrest Threat,750,Google Pay,P2M,mb6307@okaxis,user6460@ibl,ICICI Bank,Karnataka,36-45,Male,Student,Android,Yes,No,6-24 hours,Yes,Not Recovered,1
TXN428655506955,10-05-2024,18:39:01,Friday,Fake UPI App,Prize/Lottery Win,1200,PhonePe,P2P,mb6169@apl,mb1306@oksbi,ICICI Bank,Bihar,36-45,Male,Daily Wage Worker,iOS,Yes,No,6-24 hours,No,Partially Recovered,1
TXN509042558814,12-11-2024,17:51:58,Tuesday,Social Engineering,Job Offer/Part-time Work,2600,Google Pay,Collect Request,acct5958@oksbi,mb5953@okicici,ICICI Bank,Maharashtra,18-25,Female,Retired,Android,Yes,Yes,1-3 days,Yes,Not Recovered,1
TXN141766712855,24-07-2023,12:02:49,Monday,Phishing,Loan Offer,1550,PhonePe,Collect Request,acct7350@apl,user1067@ybl,Axis Bank,Karnataka,36-45,Male,Salaried Employee,iOS,No,Yes,1-3 days,No,Partially Recovered,1
TXN113376505558,16-05-2023,17:38:55,Tuesday,Phishing,Electricity Bill Disconnection,2200,PhonePe,P2M,mb9422@okhdfcbank,pay9888@ibl,SBI,Karnataka,46-55,Female,Salaried Employee,Android,Yes,Yes,6-24 hours,No,Partially Recovered,1
